原始文本	情绪化推理	以偏概全	乱贴标签	读心术	先知错误	非此即彼	应该句式	放大	罪责归己	心理过滤	否定正面思考	罪责归他
她们谈了恋爱之后心里眼里就只有那个劳什子男朋友，哪里还有我的位置？	0	0	0	1	0	0	0	0	0	0	0	0
都怪我，我怎么不长脑子呢，全被我搞砸了	0	0	0	0	0	0	0	0	1	0	0	0
我都减了好几次肥了，都没有瘦下来，我一辈子都瘦不下来了，我就是个胖子一辈子了。	0	1	0	0	0	0	0	0	0	0	0	0
难受，治疗的费用有点难以负担	0	0	0	0	0	0	0	0	0	0	0	0
我不能独自完成工作，这个世界成年人的任务对我太难了，未来也有无数这样的任务	0	1	0	0	0	0	0	0	0	0	0	0
诶诶？！我表现的那么明显吗！我明明隐藏得很好啊！怎么就让别人知道了？！	0	0	0	0	0	0	0	0	0	0	0	0
事态无常，最近经济不景气，大家的日子都不好过，不过，人生总得向前看，只要踏踏实实做事，总有回报的一天。	0	0	0	0	0	0	0	0	0	0	0	0
婚姻到头来就是一地鸡毛，看到他们我就恨透了这样的生活。	0	1	0	0	0	0	0	0	0	0	0	0
我以后也是想我父母一样吧，我的孩子也不会让我享福的	0	1	0	0	0	0	0	0	0	0	0	0
我的加入让整个社团的气氛都变得古怪了，如果不是我，大家相处得会更好	0	0	0	0	0	0	0	0	1	0	0	0
我的大学，我的人生就这么地了吧，连这点小事都解决不好	0	1	0	0	0	0	0	0	0	0	0	0
他们没有叫我出去，他们都觉得我不重要	0	0	0	1	0	0	0	0	0	0	0	0
怀孕之后让我觉得我的世界一片黑暗，我只是一个无用的生产工具	0	0	0	0	0	1	0	0	0	0	0	0
 我注定是个穷鬼，一生中我都会被贫穷困扰，这就是我的人生。	0	1	0	0	0	0	0	0	0	0	0	0
那只狗肯定是老王故意放在这里为了报复我！他想要和我抢工作位置	0	0	0	1	0	0	0	0	0	0	0	0
为什么每次都处理不好和父母的矛盾呢，每次都是以互相伤害结束，我们的关系不会好起来的。	0	1	0	0	0	0	0	0	0	0	0	0
大家都不喜欢我，觉得我不够优秀，不想对我好。	0	0	0	1	0	0	0	0	0	0	0	0
同样的薪酬，工作却不均等，我认为这样的分配不公，应与上司反映情况。	0	0	0	0	0	0	0	0	0	0	0	0
那个男生也知道了吗？他一定会认为我很可笑吧	0	0	0	1	0	0	0	0	0	0	0	0
没有人会喜欢这么胖的我，他们都会在背后给我起绰号。	0	0	0	1	0	0	0	0	0	0	0	0
同性恋不是我能决定的，既来之则安之，这世界上不止我一人	0	0	0	0	0	0	0	0	0	0	0	0
我当时为什么要加入这个社团呢，纯粹是自讨苦吃	0	1	0	0	0	0	0	0	0	0	0	0
一早上都没有任何进展，就算继续也是浪费时间，真焦虑，不想做任何事情了，所以不如摸鱼	1	0	0	0	0	0	0	0	0	0	0	0
我这样回绝他他下次肯定不会再来约我了，谁愿意和一个总是拒绝你的人吃饭啊	0	0	0	1	0	0	0	0	0	0	0	0
我确实没有办法拿出多余的钱去买一些零食，真的会难过。	0	0	0	0	0	0	0	0	0	0	0	0
我翻车了数百次。你可能会认为他们不会再让我开车了，因为有时我们在一个小时内就撞坏五六辆车。	0	0	0	0	0	0	0	0	0	0	0	0
如果处理不好这样的邀约的话我的朋友关系网就会破裂。	0	0	0	0	1	0	0	0	0	0	0	0
年轻嘛，难免精力比我旺盛，这也是没办法的事	0	0	0	0	0	0	0	0	0	0	0	0
都给他们干得了，哪还用我做什么，干脆回家歇着去才清净。	1	0	0	0	0	0	0	0	0	0	0	0
大家相处久了都会有矛盾，我好好跟她讲清楚就好了	0	0	0	0	0	0	0	0	0	0	0	0
没有钱，人生还有什么意义，贫穷的活着和死有什么区别	0	0	0	0	0	1	0	0	0	0	0	0
我连竞选都做不好，我这人生还真是失败啊	0	0	0	0	0	1	0	0	0	0	0	0
我真是受够了他们的嘲笑，我只感觉到委屈和无助，他们全都不是好人。	1	0	0	0	0	0	0	0	0	0	0	0
他们这样对待我，使我觉得他们一早就想丢弃我，他们并不爱我，我只是一个提线木偶。	0	0	0	1	0	0	0	0	0	0	0	0
我身高较矮，我的人生完了，我会因为这件事过得不好	0	0	0	0	1	0	0	0	0	0	0	0
再做一次，就视为是一次额外的练习，正好修正先前的错误。	0	0	0	0	0	0	0	0	0	0	0	0
看来我还有很大的成长空间，我还需要再好好磨练磨练	0	0	0	0	0	0	0	0	0	0	0	0
身边的人都很胖，又不是我一个	0	0	0	0	0	0	0	0	0	0	0	0
要是我没有像他们一样努力，我肯定会被开除的	0	0	0	0	1	0	0	0	0	0	0	0
那微不足道的期待，我连这都无法满足，我在学术道路上无疑是个失败者。每次非第一非第二，都让他们大失所望，我或许真的不该活在这个世界上。	0	0	0	0	0	1	0	0	0	0	0	0
我的钱都没了，没了！我活不下去了！让我跟我的钱一起走吧，我不想活了！	0	0	0	0	0	1	0	0	0	0	0	0
我和他们没有共同话题，所以不叫我出去玩也是因为我不合群。	0	0	0	0	0	0	0	0	1	0	0	0
我爱我所有的朋友，为什么他们都那么可爱、有趣、超级可爱	0	0	0	0	0	0	0	0	0	0	0	0
我最近好像也没有关心我的朋友，我感觉他们会因为这个疏远我	0	0	0	1	0	0	0	0	0	0	0	0
父母吵架无法分出时间和精力来管我也是无可厚非的。	0	0	0	0	0	0	0	0	0	0	0	0
我没有科研的能力，阻碍了团队的脚步，一直让老师不满，我还是识趣退出吧。	0	0	0	0	0	0	0	0	1	0	0	0
我好想死啊，请假了老板以后肯定给我穿小鞋，他本来就看我不顺眼，怎么办啊。	0	0	0	0	1	0	0	0	0	0	0	0
父母的病这一段时间恶化了一些，正是用钱的时候，老婆她一定会觉得我厚此薄彼，有钱邮寄回老家却还说她买衣服太多	0	0	0	1	0	0	0	0	0	0	0	0
明明都已经少吃这么多了，可是这个结果还是不尽如人意，_，受了这么多罪，倒是没见体重降一点，减肥真的好苦啊，我真的不想坚持了。	0	0	0	0	0	0	0	0	0	0	0	0
今天回家又要晚了，老公一定会生气的，回家肯定又是争吵	0	0	0	0	1	0	0	0	0	0	0	0
由于长期生病，我已经无法集中精力学习和工作，我马上就要被病魔吞噬，我马上就要被它摧毁了。	0	0	0	0	1	0	0	0	0	0	0	0
都怪我不懂得体谅家人才让母亲生这么大的病，是我不够优秀才总是解决不了问题	0	0	0	0	0	0	0	0	1	0	0	0
一看就知道他们只能出去玩点无聊的桌游，真俗，千万别叫我，我才不想和他们一起出去玩呢	0	0	0	0	0	0	0	0	0	0	0	0
我就是个让人失望的废物才会让妈妈对我如此担忧	0	0	1	0	0	0	0	0	0	0	0	0
是不是因为我老皱眉啊，我要克制一下。	0	0	0	0	0	0	0	0	0	0	0	0
我有一个完全让人讨厌的个性，怎么可能当领导？我不行的	0	0	1	0	0	0	0	0	0	0	0	0
我怎么能犯这么简单的错误，他们是不是觉得我很笨，我真的是什么都做不好，我好失败。	0	0	0	0	1	0	0	0	0	0	0	0
这个世界只在乎漂亮的人：我生来就是丑的，我一辈子都是丑的，我想我永远也不会变得更漂亮了	0	0	0	0	0	1	0	0	0	0	0	0
他居然放我鸽子，他就是故意鸽我的，让我浪费时间	0	0	0	1	0	0	0	0	0	0	0	0
我今天是不是做错了什么事？她怎么突然不找我吃饭了，是不是我哪里惹到她了？	0	0	0	0	0	0	0	0	1	0	0	0
我马上就要成为无业游民了	0	0	0	0	1	0	0	0	0	0	0	0
连个蛋糕都抢不到，未来我也同样什么都抢不到。	0	0	0	0	1	0	0	0	0	0	0	0
我父母肯定觉得我很差劲，这么大的人了还什么都干不好	0	0	0	1	0	0	0	0	0	0	0	0
我变得不敢去学校，生怕同学知道这件事情后认为我是出轨的人的孩子，他们一定会看不起我。	0	0	0	0	1	0	0	0	0	0	0	0
锻炼一下我的工作能力，挺好的，能者多劳嘛，虽然是被迫的	0	0	0	0	0	0	0	0	0	0	0	0
我对她毫无帮助，再说下去她就该厌烦我了	0	0	0	0	1	0	0	0	0	0	0	0
我虽然事业有成，有妻有子，但是家里没人在意我，这种生活一点也没有意思	0	0	0	0	0	1	0	0	0	0	0	0
我就是个被所有人唾骂的变态，不被世人所理解的异类	0	0	1	0	0	0	0	0	0	0	0	0
他肯定很后悔跟我谈话吧，不然他就可以接电话了	0	0	0	1	0	0	0	0	0	0	0	0
我就是个蠢货，随意听信别人的谗言，就这么胡乱投资，现在好了，我的钱全没了！	0	0	1	0	0	0	0	0	0	0	0	0
我以为万无一失，所以还把我的资料借给别人参考了，这下完了，他们现在心里一定恨死我了	0	0	0	1	0	0	0	0	0	0	0	0
父亲这样说我从来不是因为担心我，只不过是怕我在外面出事需要麻烦他而已。	0	0	0	1	0	0	0	0	0	0	0	0
我没法在这家公司再继续呆下去了，这个老板这么凉薄，迟早有一天会背刺我们	0	0	0	0	1	0	0	0	0	0	0	0
今天多吃了这么多，我明天一定会涨称的，我又要长肉了。我的减肥计划永远都失败，我总是破坏自己的努力。	0	1	0	0	0	0	0	0	0	0	0	0
彩礼都拿不出来，活着还有什么意思，我这一辈子都会活在别人的阴影里。	1	0	0	0	0	0	0	0	0	0	0	0
我的朋友们肯定都在耻笑我，他们肯定都觉得我的父母俗不可耐	0	0	0	1	0	0	0	0	0	0	0	0
我不是一个好室友，我只知道学习，才让我融入不了	0	0	0	0	0	1	0	0	0	0	0	0
无论我如何努力都没用，我永远也过不上好日子，永远也不可能幸福。	0	1	0	0	0	0	0	0	0	0	0	0
不守信用，他果然是言而无信的人	0	0	1	0	0	0	0	0	0	0	0	0
我注定不会遇见白马王子，因为我根本不是个公主，而是公主身边的女仆，哪有机会遇见什么王子？	0	0	0	0	0	1	0	0	0	0	0	0
我是个扫把星，克死了我的父母，靠近我的人就会变得非常不幸，我无法拥有正常的生活	0	0	1	0	0	0	0	0	0	0	0	0
他今天和我说话都不敢看我，一定是觉得我不好看，都看不下去了。我永远都不可能有真正的朋友。	0	0	0	1	0	0	0	0	0	0	0	0
我不喜欢他，但是我不得不和他一起生活，好难受，结婚真是太令人可怕了。	1	0	0	0	0	0	0	0	0	0	0	0
我养了她这么多年，就指望她能成才，她现在见天地往外跑，没有一点好好学习的样子，我还不如死了算了，反正养这么久还是养不熟	0	0	0	0	0	1	0	0	0	0	0	0
我一个人在宿舍里好孤独，他们出门不叫我，我一个人死在宿舍里都不会有人管了吧	0	1	0	0	0	0	0	0	0	0	0	0
我相信他在我们谈话结束后会回复我的电话。也许他只是需要一些时间来冷静思考。	0	0	0	0	0	0	0	0	0	0	0	0
我爸一定后悔把我生下来，他恨不得和我断绝父子关系。我简直就是他生命中的一个错误。	0	0	0	1	0	0	0	0	0	0	0	0
我在这个世界没有依靠了，没有人在乎我，谁都不爱我。	0	1	0	0	0	0	0	0	0	0	0	0
妻子肯定会因为我和孩子发生矛盾而嫌弃我，觉得我能力不够	0	0	0	1	0	0	0	0	0	0	0	0
我知道我的问题不会得到解决，我知道我永远不会忘记我所经历的一切。 我将无法弥补所有失去的岁月，也无法改变已经发生的事情。 没有什么是我想要的，没有什么是我想的那样。	0	1	0	0	0	0	0	0	0	0	0	0
反正战争要来了，谁也别想活，不如就躺在家里等死，哈哈！	1	0	0	0	0	0	0	0	0	0	0	0
我是谎言，是一个失败者，我现在没有生活。	0	0	1	0	0	0	0	0	0	0	0	0
好累，说了半天她看起来还是很生气	0	0	0	0	0	0	0	0	0	0	0	0
母亲的不断要求使我感觉不堪重负，无论我做什么都不能使她开心，有时候我真想一死了之	1	0	0	0	0	0	0	0	0	0	0	0
冷暴力也是暴力，冷暴力就是逼你爆发，你一旦爆发他就顺理成章把错误归到你的头上，我是发了脾气，但是不意味着我错了	0	0	0	0	0	0	0	0	0	0	0	0
她们怎么这么喜欢搞小团体啊，好无语，玩孤立这一套是吧？	0	0	0	1	0	0	0	0	0	0	0	0
好卷啊，怎么上大学了还有人卷	0	0	0	0	0	0	0	0	0	0	0	0
你们和偷窥狂有什么两样，我的生活全都被你们扒了个遍有意思吗。	0	0	0	1	0	0	0	0	0	0	0	0
之前看他就总是怼我，现在狐狸尾巴露出来了，就是故意不来让我难受呗。他肯定从来就没把我当朋友。	0	0	0	1	0	0	0	0	0	0	0	0
别的同学都能拿奖学金，就我拿不到，我已经输在起跑线上了，人生已经没希望了。	0	0	0	0	0	1	0	0	0	0	0	0
我是个不折不扣的傻子，是个喜欢贪小便宜的烂人，竟然相信那些网上的信息，活该上当受骗	0	0	1	0	0	0	0	0	0	0	0	0
今天顶嘴，明天摔碗，后天是不是要拆家，不敢想了这群孩子已经变坏了，他们现在是社会的定时炸弹。	0	1	0	0	0	0	0	0	0	0	0	0
我怎么会得这种病！天哪，怎么会这样！得了这种病，我的整个人生全部完蛋了！	0	0	0	0	0	1	0	0	0	0	0	0
小狗去了它的天堂，我也要好好生活，我们都要永远快乐！	0	0	0	0	0	0	0	0	0	0	0	0
虽然小狗去世了，但他还是给我留下了很多快乐美好的回忆	0	0	0	0	0	0	0	0	0	0	0	0
爸妈想让我再生个二胎，但是老大我已经无法陪伴他，给他正常的母爱了，老二我肯定也无法给他应该有的陪伴	0	0	0	0	0	1	0	0	0	0	0	0
我根本是个表达方面的废物	0	0	1	0	0	0	0	0	0	0	0	0
疫情之下，我不认识社团里很多的人，好可惜。	0	0	0	0	0	0	0	0	0	0	0	0
不过是个癞蛤蟆还总想被老师同学认可，我这么没用根本没有任何机会。	0	0	1	0	0	0	0	0	0	0	0	0
即使我并不漂亮，我的家人和朋友依然爱我，这样就足够了	0	0	0	0	0	0	0	0	0	0	0	0
人与人之间的悲喜并不相通，没有人能理解我，去你MD	0	1	0	0	0	0	0	0	0	0	0	0
确诊的那一刻我整个人都麻木了，根本不敢相信自己的眼睛，我不如辞职回老家等死吧。	1	0	0	0	0	0	0	0	0	0	0	0
我最近在学校被人欺负了，但是因为我总是无法达到父母的要求，所以他们总是对我不满，我还是把被欺侮的事瞒下来吧，不然他们会对我更加失望	0	0	0	1	0	0	0	0	0	0	0	0
我没有用，我什么都不是。 我就已经这样了。 我没有野心，我没有未来，我是在浪费我父母的钱。	1	0	0	0	0	0	0	0	0	0	0	0
好烦。	1	0	0	0	0	0	0	0	0	0	0	0
我是个不被重视的人，总是被别人忽视，我在她眼里就是小透明	0	0	1	0	0	0	0	0	0	0	0	0
人为什么要工作呢，世界上没有工作就好了，工作真讨厌	1	0	0	0	0	0	0	0	0	0	0	0
需要主动和父母沟通交流，交换彼此的想法，不能再这样互相猜疑了。	0	0	0	0	0	0	0	0	0	0	0	0
他们就是不愿意和我玩，没人叫我也是对的。	0	0	0	1	0	0	0	0	0	0	0	0
他走了，我的精神寄托消失了，我也不想活着了	0	0	0	0	0	1	0	0	0	0	0	0
现代医学这么发达都查不出来我是什么病，看来我是得了一种疑难杂症	0	0	0	0	1	0	0	0	0	0	0	0
我就是个矮冬瓜，一个丑八怪，又矮又丑，没眼看	0	0	1	0	0	0	0	0	0	0	0	0
和老板串通好了，就是想陷害我，让我出丑！	0	0	0	1	0	0	0	0	0	0	0	0
爸妈老是把我当个小孩，我干什么他们都要问一下，生害怕我被人骗了	0	0	0	0	0	0	0	0	0	0	0	0
我果然不适合集体生活，在寝室环境中让我完全接受不了啊，一点私人空间都没有。	0	1	0	0	0	0	0	0	0	0	0	0
不能就这么让事情继续下去，需要找到一种方法来解决。	0	0	0	0	0	0	0	0	0	0	0	0
他们就是群瞎子！我在这这么明显的干活都看不到！	0	0	1	0	0	0	0	0	0	0	0	0
无论我走到哪，似乎总有困扰等待着我，我不知道这是不是公司文化，我感到难以忍受。	0	1	0	0	0	0	0	0	0	0	0	0
天天只会让我干这些杂活，我的人生完全没有意义。	0	0	0	0	0	1	0	0	0	0	0	0
我连睡觉都睡不好，精神状态每况愈下，浑浑噩噩，我不想活了！	0	0	0	0	0	1	0	0	0	0	0	0
子女就是上辈子欠父母的来还债吧，受够了谁愿意当你孩子当去吧我再也不想和你们有任何关系了。	1	0	0	0	0	0	0	0	0	0	0	0
反正加班也没有任何效果，也许我应该放弃加班了。	1	0	0	0	0	0	0	0	0	0	0	0
我总是给家里人添麻烦，即使精神病好了也还会的各种各样的病，我就是做不到健康快乐。	0	1	0	0	0	0	0	0	0	0	0	0
可能是临时有事来不了了吧，没什么关系，我们下次再一起玩儿。	0	0	0	0	0	0	0	0	0	0	0	0
我的同事都好棒，我也要像他们一样努力	0	0	0	0	0	0	0	0	0	0	0	0
我还是大山里走出来的，我永远成功不了的	0	0	0	0	1	0	0	0	0	0	0	0
考试失败，我的一生几乎什么都没做，完全没有。	0	0	0	0	0	1	0	0	0	0	0	0
什么都没有了，与其苟活，还不如就这样死去	0	0	0	0	0	1	0	0	0	0	0	0
被拍了裸照，我是一个没人要的女孩子了，我的身体已经脏了，我简直令人唾弃。	0	0	1	0	0	0	0	0	0	0	0	0
他的话语无法触及我，因为我对此毫不在乎。	0	0	0	0	0	0	0	0	0	0	0	0
我每次出门都会遇到这种事情，我就不适合开车出门，真讨厌。	0	1	0	0	0	0	0	0	0	0	0	0
虽然以前没有爱护眼睛，但从现在开始也不算晚，我的心情缓和了很多。	0	0	0	0	0	0	0	0	0	0	0	0
我连这点难受都承担不住，我对不起我的宝宝	0	0	0	0	0	0	0	0	1	0	0	0
好几百万就这么打水漂了！这可不是小数目，我的心简直在滴血！	0	0	0	0	0	0	0	0	0	0	0	0
